BuildingID,BuildingType,YearBuilt,MonthlyElectricityConsumption_kWh,PeakUsageTime_Hour,RenewableCapacity_kWh,RenewableType,RenewableContributionPercentage,EnergySource,EnergyEfficiency_kWh_per_m2,WeatherData_Temperature_C,WeatherData_SolarIntensity_Hours,WeatherData_WindSpeed_km_h
B003819,Retail,,416.47,17,4923.01,Solar,98.03,Electricity,18.76,2.04,10.91,80.74
B003820,Commercial,,149.33,2,6006.93,Wind,86.75,Electricity,37.92,-9.01,11.29,47.36
B003821,Recreational,,85.49,8,566.89,Solar,86.58,Electricity,40.3,8.91,1.98,44.85
B003822,Agricultural,,855.18,11,2623.0,Geothermal,23.79,Electricity,17.24,-17.07,4.15,75.81
B003823,Retail,,255.47,23,3727.83,Hydro,57.45,Mixed Sources,42.27,-19.77,7.95,50.96
B003824,Commercial,,231.04,9,8001.23,Solar,66.41,Mixed Sources,45.45,14.98,3.36,55.73
B003825,Commercial,,373.34,18,1817.34,Wind,37.08,Electricity,35.78,38.31,10.55,
B003826,Commercial,1931.0,237.75,16,0.0,,0.0,Natural Gas,43.27,16.23,4.99,116.31
B003827,Commercial,,840.34,10,1585.24,Solar,85.02,Electricity,14.39,-19.8,8.51,
B003828,Residential,,299.1,18,2805.35,Hydro,63.71,Electricity,7.31,2.71,10.1,71.54
B003829,Residential,,126.27,11,2324.29,Geothermal,38.04,Mixed Sources,16.43,4.34,7.86,2.72
B003830,Religious,,360.05,19,6636.5,Hydro,60.41,Electricity,40.91,-10.66,0.43,106.11
B003831,Residential,,42.35,16,13094.98,Wind,57.42,Biomass,32.77,-13.5,9.14,17.77
B003832,Residential,,116.74,21,14398.48,Wind,82.17,Biomass,22.89,-9.9,8.33,118.27
B003833,Residential,,171.42,23,3548.33,Geothermal,45.27,Electricity,12.88,35.85,1.13,95.67
B003834,Commercial,,1342.33,8,16013.31,Hydro,72.94,Electricity,6.75,18.5,4.8,50.74
B003835,Residential,,72.72,5,2451.7,Hydro,64.06,Electricity,15.28,0.72,2.99,44.99
B003836,Residential,,16.55,2,0.0,,0.0,Coal,41.42,-19.98,9.63,89.96
B003837,Residential,,42.32,13,5638.78,Solar,80.61,Electricity,29.28,-12.56,4.68,88.57
B003838,Commercial,,35.09,13,3716.26,Biomass,22.44,Electricity,37.0,-2.38,11.89,41.55
B003839,Commercial,,360.07,12,3864.71,Solar,95.77,Electricity,31.31,33.1,4.51,58.37
B003840,Residential,1982.0,50.93,21,6374.27,Solar,67.34,Electricity,40.85,10.9,5.99,26.7
B003841,Commercial,,137.37,0,1011.59,Wind,72.37,Electricity,37.3,16.9,5.31,27.19
B003842,Industrial,,335.25,18,4071.91,Geothermal,30.52,Biomass,35.21,-8.07,7.42,69.43
B003843,Commercial,,71.23,14,4404.18,Solar,75.23,Electricity,24.35,-3.26,3.16,108.98
B003844,Industrial,1981.0,1706.83,7,1826.65,,47.4,Mixed Sources,11.04,3.69,10.52,20.83
B003845,Industrial,,618.75,2,1206.64,Geothermal,53.85,Electricity,21.02,36.2,4.5,32.66
B003846,Educational,,544.65,23,8353.89,Wind,40.25,Biomass,24.26,-1.84,10.68,84.13
B003847,Residential,,16.79,18,1636.13,Geothermal,39.89,Electricity,45.18,-14.76,5.44,11.79
B003848,Educational,,321.56,15,7156.16,Wind,,Biomass,40.42,-13.45,7.31,26.82
B003849,Residential,,64.33,6,11091.54,Wind,87.47,Biomass,25.43,0.52,9.54,92.59
B003850,Residential,2022.0,76.52,5,9865.46,Hydro,64.78,Electricity,22.39,-9.42,9.38,23.77
B003851,Industrial,2017.0,1321.92,21,8776.55,,88.48,Electricity,15.96,24.35,9.48,16.58
B003852,Educational,1914.0,288.55,17,11348.18,Hydro,49.66,Electricity,12.01,18.56,4.12,39.53
B003853,Residential,,24.06,14,4061.79,Solar,54.18,Mixed Sources,46.11,27.46,2.11,51.86
B003854,Commercial,,405.54,5,11096.22,Wind,60.82,Electricity,26.81,10.17,11.61,60.39
B003855,Commercial,,402.13,7,3155.21,Geothermal,45.88,Electricity,15.71,-11.43,0.74,77.19
B003856,Healthcare,2023.0,58.58,14,1412.5,Solar,69.06,Biomass,46.56,-17.5,7.14,3.62
B003857,Hospitality,,1747.92,8,4858.04,Solar,54.26,Electricity,7.5,-9.74,7.44,80.02
B003858,Residential,,79.2,3,5588.35,,,Biomass,12.35,28.99,5.45,43.71
B003859,Commercial,1986.0,145.4,16,8022.0,Hydro,48.34,Biomass,13.64,12.99,4.36,8.11
B003860,Commercial,,332.52,9,2816.33,Solar,67.02,Biomass,31.27,-5.19,2.86,13.59
B003861,Government,,385.09,12,7922.73,Wind,38.5,Electricity,26.16,8.1,2.2,65.49
B003862,Educational,1989.0,601.03,12,1227.85,Geothermal,59.39,Electricity,10.21,-19.16,5.04,55.52
B003863,Commercial,2009.0,654.56,13,6229.91,Solar,77.06,Electricity,19.18,24.85,4.67,75.55
B003864,Industrial,,627.2,2,14454.66,Wind,37.13,Electricity,36.26,35.63,11.97,39.3
B003865,Industrial,2007.0,659.52,21,2426.37,Solar,63.97,Electricity,19.13,24.18,11.36,82.5
B003866,Residential,,338.62,1,11908.27,Wind,51.29,Biomass,6.7,-8.64,10.08,84.83
B003867,Commercial,,356.24,9,4328.46,Biomass,39.34,Electricity,26.09,-8.49,5.17,89.23
B003868,Commercial,,162.66,23,6734.95,,91.95,Electricity,45.7,4.55,10.7,11.21
B003869,Residential,2012.0,42.84,7,394.19,Geothermal,57.48,Electricity,31.05,36.62,8.35,95.18
B003870,Educational,,266.78,18,1578.77,Geothermal,52.17,Electricity,20.66,-4.01,3.22,83.31
B003871,Sports,,193.57,18,7928.43,Wind,77.47,Electricity,20.13,39.8,6.86,98.32
B003872,Retail,,366.42,20,3201.59,Geothermal,56.74,Mixed Sources,37.82,37.37,0.74,109.97
B003873,Government,,319.21,16,2436.03,Geothermal,24.2,Electricity,42.83,-19.97,7.24,79.6
B003874,Industrial,,1183.45,12,7068.32,Wind,74.19,Electricity,7.3,-14.76,11.63,36.16
B003875,Healthcare,,19.92,18,7850.88,Solar,94.72,Mixed Sources,34.58,19.67,5.68,22.36
B003876,Residential,,20.97,22,5497.16,Solar,84.16,Electricity,46.77,32.05,0.2,64.32
B003877,Commercial,,1115.51,4,5317.72,Wind,76.46,Electricity,8.87,30.9,1.37,99.75
B003878,Residential,,83.22,21,941.3,Solar,71.94,Biomass,22.53,23.13,0.41,27.94
B003879,Residential,,92.8,8,8897.82,Solar,74.75,Electricity,17.81,1.86,8.95,52.34
B003880,Industrial,,262.63,22,1049.81,Geothermal,59.08,Electricity,27.37,-16.57,1.05,65.36
B003881,Residential,,159.85,2,1963.55,,66.13,Biomass,17.67,-11.82,6.84,54.71
B003882,Residential,,132.83,21,9083.38,Wind,56.68,Electricity,16.46,19.02,10.54,99.64
B003883,Residential,,70.95,9,6411.77,Solar,79.48,Electricity,22.04,-3.0,6.74,44.29
B003884,Residential,,535.0,23,5793.88,Biomass,21.71,Electricity,5.16,-1.07,4.26,41.33
B003885,Residential,1942.0,77.36,23,4666.7,Solar,83.03,Electricity,31.79,31.58,5.67,45.14
B003886,Educational,,191.57,22,17973.97,Hydro,43.19,Electricity,5.51,45.0,3.59,63.47
B003887,Residential,2020.0,73.39,5,11224.97,,37.87,Electricity,20.12,0.3,9.03,48.51
B003888,Educational,1997.0,342.55,13,7334.17,Wind,59.53,Biomass,20.58,-14.72,8.0,76.91
B003889,Residential,,54.8,15,9790.21,Wind,,Electricity,47.39,14.87,2.85,1.37
B003890,Commercial,,146.59,20,8773.54,Wind,84.26,Electricity,32.6,1.21,8.26,25.08
B003891,Commercial,,761.47,1,7117.86,Wind,,Electricity,17.66,26.68,7.03,70.09
B003892,Educational,,74.23,10,6982.79,Solar,95.18,Electricity,35.98,16.23,0.14,63.63
B003893,Industrial,,743.07,23,1786.0,Solar,88.46,Biomass,7.93,10.8,10.68,4.43
B003894,Government,,242.03,10,4337.92,Hydro,64.6,Electricity,9.97,38.96,3.02,114.41
B003895,Commercial,,248.19,10,4799.43,Solar,99.58,Electricity,39.98,32.49,0.5,
B003896,Residential,,372.37,21,7706.91,Solar,92.91,Electricity,5.46,-14.96,6.84,74.89
B003897,Residential,,49.12,1,4107.56,Geothermal,23.34,Electricity,26.47,23.87,7.2,43.07
B003898,Retail,1990.0,686.34,10,9169.46,Solar,60.46,Electricity,15.31,34.05,11.07,72.98
B003899,Residential,,70.43,7,2902.51,Geothermal,34.2,Electricity,32.36,5.85,6.51,83.8
B003900,Retail,,372.66,7,7280.98,Solar,77.53,Electricity,14.73,19.41,6.86,
B003901,Government,,205.4,14,1091.74,Solar,72.12,Biomass,45.27,-10.23,6.18,69.62
B003902,Residential,,115.45,17,10855.57,Hydro,57.78,Biomass,5.17,38.42,5.57,100.59
B003903,Educational,1989.0,1046.71,15,2337.14,Solar,53.58,Biomass,11.27,21.42,9.9,113.88
B003904,Residential,,230.84,6,8947.23,Solar,,Electricity,7.9,-10.01,3.48,22.59
B003905,Industrial,,649.76,6,2736.04,Geothermal,35.96,Mixed Sources,23.28,8.15,7.79,106.07
B003906,Religious,1962.0,672.98,21,12018.99,Wind,48.26,Electricity,9.98,2.58,4.08,1.94
B003907,Residential,2019.0,31.52,10,8127.51,Solar,94.07,Electricity,20.06,-4.73,3.3,110.17
B003908,Religious,,51.95,5,623.22,Geothermal,32.3,Biomass,46.21,-11.81,7.71,24.54
B003909,Retail,,281.18,16,16918.39,Hydro,41.49,Electricity,7.23,22.85,9.25,34.47
B003910,Retail,,556.14,9,16056.05,Hydro,78.57,Biomass,20.48,19.8,2.87,87.03
B003911,Residential,,27.57,6,5395.34,Hydro,49.74,Electricity,31.51,-9.1,4.5,105.56
B003912,Commercial,,636.25,16,12227.55,Hydro,51.44,Electricity,10.08,-19.04,1.42,48.82
B003913,Residential,,32.48,20,4833.41,,39.77,Electricity,27.7,-11.53,5.8,10.14
B003914,Residential,,158.82,4,8187.24,Solar,73.9,Biomass,7.96,-6.49,8.71,63.34
B003915,Residential,,296.69,16,9933.17,Wind,31.7,Electricity,7.26,41.31,6.55,85.61
B003916,Residential,,38.04,20,10067.23,Hydro,40.86,Biomass,46.68,43.2,5.77,110.79
B003917,Educational,2008.0,1367.68,17,2318.15,Solar,57.08,Electricity,7.82,28.05,0.14,78.23
B003918,Industrial,,498.63,18,770.36,Biomass,41.78,Electricity,25.51,36.69,5.85,2.77
B003919,Educational,,567.14,19,13045.87,Wind,,Electricity,8.28,7.86,6.76,13.05
B003920,Commercial,,416.21,15,3851.38,Solar,92.9,Electricity,27.95,-3.51,8.55,3.99
B003921,Commercial,1989.0,722.24,21,3926.54,Biomass,21.22,Electricity,18.46,36.34,0.72,25.82
B003922,Residential,,37.9,20,5914.42,Biomass,27.01,Electricity,47.58,12.97,10.09,39.22
B003923,Religious,,82.04,9,8032.67,Solar,54.06,Electricity,17.47,12.79,6.8,88.43
B003924,Educational,,493.22,12,19874.19,Hydro,,Electricity,19.08,28.99,0.12,24.2
B003925,Healthcare,,52.06,8,6985.84,Wind,70.63,Biomass,12.98,40.99,11.83,7.54
B003926,Religious,,208.54,13,2200.06,Solar,69.51,Electricity,20.04,-6.81,6.57,78.91
B003927,Residential,,47.3,14,1935.88,Solar,83.41,Electricity,34.7,-9.95,9.76,78.16
B003928,Residential,,18.57,0,6098.46,Wind,63.3,Mixed Sources,45.53,10.94,8.64,40.25
B003929,Residential,,31.91,7,2049.47,Solar,92.8,Electricity,31.38,34.56,9.51,107.98
B003930,Commercial,2011.0,106.17,15,1982.72,Wind,86.09,Biomass,23.76,-18.31,8.04,46.9
B003931,Hospitality,,192.02,20,1209.29,Solar,63.05,Mixed Sources,47.61,-8.63,0.87,28.98
B003932,Residential,1977.0,45.65,3,7057.91,Solar,91.62,Biomass,44.1,4.03,0.91,0.58
B003933,Healthcare,,384.25,10,10839.47,,77.69,Electricity,6.32,11.42,5.98,20.71
B003934,Residential,,58.51,12,3433.14,Wind,71.35,Mixed Sources,41.59,-8.09,5.42,74.48
B003935,Commercial,2018.0,171.38,7,4916.52,Biomass,21.09,Biomass,8.02,0.05,7.01,94.19
B003936,Healthcare,,97.5,1,8557.29,Wind,55.05,Electricity,29.27,-0.32,6.45,25.64
B003937,Commercial,2011.0,255.48,12,10045.05,Wind,53.93,Electricity,44.58,18.52,2.94,111.66
B003938,Commercial,,829.55,17,6198.4,Wind,30.21,Electricity,14.95,17.46,3.46,94.45
B003939,Residential,,231.95,6,2959.96,Wind,46.08,Electricity,6.99,2.31,9.82,112.22
B003940,Residential,,61.96,16,4874.62,Solar,92.73,Electricity,32.15,27.11,6.6,
B003941,Commercial,1981.0,103.8,14,7770.37,Hydro,74.27,Electricity,38.74,2.29,8.54,110.85
B003942,Healthcare,,18.22,0,3773.76,Wind,66.88,Electricity,48.62,-13.48,5.0,57.53
B003943,Commercial,,283.76,7,3791.39,Biomass,23.87,Electricity,44.62,-7.54,7.76,9.72
B003944,Residential,,96.63,19,5831.58,Solar,60.57,Electricity,11.57,-4.22,10.84,63.66
B003945,Residential,,52.15,3,15010.23,Hydro,48.92,Electricity,31.98,14.31,5.94,108.04
B003946,Residential,1936.0,67.76,14,9335.89,,66.44,Electricity,41.1,25.16,5.84,110.97
B003947,Recreational,1908.0,311.26,18,936.66,Solar,96.18,Electricity,36.78,36.95,7.4,77.74
B003948,Commercial,,108.87,17,5613.38,Solar,87.41,Electricity,46.98,43.47,8.86,88.0
B003949,Commercial,,562.77,13,7214.18,Wind,55.54,Biomass,23.31,-9.34,8.13,85.06
B003950,Educational,1954.0,184.77,22,554.9,Geothermal,38.0,Electricity,32.28,9.17,1.67,58.99
B003951,Commercial,,436.65,0,4318.9,Hydro,77.17,Electricity,18.6,18.55,9.5,9.81
B003952,Commercial,,246.27,20,4049.94,Solar,89.98,Electricity,34.55,3.28,6.94,24.72
B003953,Commercial,,146.7,19,3276.71,Geothermal,23.67,Biomass,19.07,41.22,9.31,119.17
B003954,Residential,,37.82,23,14130.3,Wind,,Electricity,44.22,-19.75,11.88,18.07
B003955,Commercial,,225.63,11,14702.6,Wind,46.08,Electricity,32.16,-14.38,7.51,45.23
B003956,Government,,69.86,22,15783.92,Hydro,,Electricity,31.22,24.32,11.23,45.65
B003957,Industrial,,1283.72,6,11279.01,Wind,56.75,Electricity,5.51,6.23,10.91,57.13
B003958,Educational,2015.0,784.2,13,5375.73,Solar,75.61,Electricity,18.63,-17.16,9.87,94.29
B003959,Religious,,47.78,6,15238.14,Hydro,44.26,Electricity,46.05,28.64,4.45,22.16
B003960,Residential,,54.95,22,14187.62,Wind,39.54,Electricity,30.54,-10.72,1.92,76.05
B003961,Residential,1927.0,62.18,17,9158.74,,61.39,Electricity,40.04,38.64,10.72,10.83
B003962,Sports,,429.74,13,10906.29,Hydro,40.0,Electricity,21.71,-17.1,8.16,91.41
B003963,Residential,1967.0,82.47,13,17074.19,Hydro,52.0,Biomass,26.07,-13.14,6.14,3.67
B003964,Industrial,,599.21,1,4498.8,Solar,85.63,Electricity,27.43,18.93,6.69,23.38
B003965,Commercial,2015.0,1302.27,16,12329.44,Wind,64.91,Electricity,6.68,-14.79,6.71,
B003966,Industrial,2019.0,622.68,22,15397.39,Hydro,51.04,Electricity,9.81,36.06,9.31,46.09
B003967,Government,,678.86,21,8259.33,,73.3,Biomass,21.08,-3.78,11.31,75.99
B003968,Government,,28.55,12,10575.96,Hydro,70.65,Electricity,45.32,18.67,8.21,109.74
B003969,Residential,,15.02,6,15653.84,Hydro,,Electricity,45.09,37.04,1.96,53.64
B003970,Residential,1981.0,67.52,0,7290.87,Solar,99.8,Electricity,37.55,26.01,2.57,5.45
B003971,Healthcare,,91.65,10,3351.63,,52.99,Electricity,24.02,-19.28,11.27,88.87
B003972,Residential,,388.17,8,14725.35,Hydro,51.99,Electricity,7.42,18.85,2.09,16.03
B003973,Residential,,63.35,19,9866.79,Solar,75.39,Electricity,28.97,30.94,1.16,69.63
B003974,Residential,,49.48,15,10532.08,Wind,59.29,Electricity,17.95,10.21,6.73,11.61
B003975,Residential,1936.0,38.93,23,5121.14,Solar,85.49,Electricity,45.48,10.92,8.56,3.44
B003976,Industrial,,183.31,20,12574.56,Wind,52.99,Biomass,28.77,32.54,2.76,31.04
B003977,Residential,,76.73,17,16652.41,Hydro,,Electricity,9.94,14.35,11.53,42.1
B003978,Healthcare,,81.2,3,11305.6,Hydro,60.03,Biomass,32.62,-5.2,6.5,12.7
B003979,Hospitality,,222.7,2,6448.03,Solar,59.62,Electricity,39.48,19.54,7.62,46.98
B003980,Commercial,,499.76,5,8976.26,Wind,51.1,Electricity,17.6,38.79,1.52,22.6
B003981,Educational,,448.46,22,5402.99,Wind,66.34,Electricity,32.03,-10.17,1.46,8.39
B003982,Commercial,,313.56,17,9106.79,Solar,66.74,Electricity,35.6,-7.5,10.23,48.27
B003983,Residential,,211.0,6,12639.68,Wind,66.05,Electricity,7.62,-7.88,4.96,93.76
B003984,Educational,,402.16,20,5126.64,Solar,64.02,Electricity,10.58,26.12,10.26,3.42
B003985,Educational,,152.66,6,16165.34,Hydro,49.71,Electricity,10.66,29.3,7.16,111.78
B003986,Commercial,1955.0,30.03,14,9513.87,Solar,97.05,Electricity,44.32,41.85,5.04,77.5
B003987,Commercial,,416.83,19,6834.52,Wind,79.65,Electricity,24.53,11.43,11.51,103.15
B003988,Commercial,,307.55,2,9664.82,Wind,45.39,Biomass,34.4,41.64,2.58,71.18
B003989,Commercial,1971.0,815.02,21,12189.5,Wind,69.85,Electricity,17.39,1.78,11.98,62.85
B003990,Industrial,,527.53,17,3148.12,Geothermal,27.06,Electricity,37.25,-14.95,9.56,22.09
B003991,Hospitality,,558.74,16,9772.85,Solar,93.52,Electricity,17.4,7.89,3.77,
B003992,Residential,1950.0,64.48,2,4298.28,Hydro,79.76,Electricity,29.93,27.03,3.7,74.71
B003993,Commercial,1922.0,225.06,16,15644.91,Hydro,66.69,Biomass,48.79,39.55,6.56,55.59
B003994,Religious,,101.25,21,7827.23,Solar,88.47,Electricity,44.49,14.87,10.84,119.06
B003995,Retail,,830.06,1,7422.2,Solar,80.26,Mixed Sources,11.7,38.51,9.06,107.54
B003996,Commercial,,187.52,20,9162.29,Wind,68.67,Electricity,12.03,32.75,0.05,34.93
B003997,Commercial,,272.04,22,4871.69,,73.36,Electricity,45.34,43.78,6.46,9.97
B003998,Residential,,24.41,5,17323.71,Hydro,,Electricity,27.55,-17.37,5.14,73.7
B003999,Residential,,37.54,4,3815.24,,98.4,Electricity,48.78,6.57,6.62,0.07
B004000,Commercial,,103.26,0,8252.26,Hydro,59.78,Electricity,42.83,-18.69,6.64,111.76
B004001,Residential,2004.0,73.6,22,13620.29,Wind,89.76,Electricity,23.36,-11.55,2.87,114.19
B004002,Commercial,,774.97,14,5926.32,Solar,53.43,Electricity,16.1,29.09,11.37,76.89
B004003,Agricultural,,996.23,12,14245.85,Wind,49.83,Electricity,9.0,40.51,9.65,99.52
B004004,Industrial,,148.35,15,6800.58,Biomass,26.3,Mixed Sources,38.4,22.24,4.42,92.99
B004005,Residential,,48.51,19,6638.55,Solar,69.21,Electricity,42.6,-7.56,7.14,15.38
B004006,Industrial,,326.33,4,1625.68,Solar,95.57,Electricity,38.58,-18.92,5.83,13.35
B004007,Commercial,,122.83,7,2687.68,Hydro,45.83,Electricity,32.82,20.1,7.1,73.08
B004008,Retail,,106.56,9,6622.27,Biomass,31.24,Electricity,33.82,39.66,2.23,100.55
B004009,Commercial,,365.0,19,3242.67,Wind,41.46,Electricity,9.44,37.0,0.37,71.12
B004010,Commercial,1981.0,177.98,23,621.15,Geothermal,,Electricity,49.9,7.0,11.6,35.12
B004011,Residential,,27.88,18,3598.65,Solar,59.02,Biomass,26.09,9.95,2.77,88.07
B004012,Healthcare,,35.53,3,4545.45,Biomass,36.89,Biomass,48.98,26.19,7.47,15.51
B004013,Residential,2004.0,117.97,13,1744.02,Geothermal,44.74,Electricity,8.03,37.68,2.59,90.06
B004014,Commercial,,203.84,16,2655.11,Geothermal,,Electricity,40.71,30.95,4.22,61.52
B004015,Commercial,,277.03,2,13370.07,Wind,82.3,Biomass,49.19,38.07,8.67,44.98
B004016,Residential,,22.15,3,537.6,Geothermal,36.73,Electricity,39.95,28.36,8.87,10.1
B004017,Residential,2015.0,105.81,18,7485.72,Wind,39.22,Electricity,25.16,11.23,10.53,80.86
B004018,Residential,,69.43,11,871.63,,21.44,Electricity,40.67,18.61,2.07,35.51
B004019,Residential,,149.77,4,2713.69,Solar,54.58,Electricity,10.18,-0.42,1.72,
B004020,Commercial,,203.99,16,3129.95,Geothermal,45.94,Electricity,33.18,8.78,9.47,6.26
B004021,Healthcare,,105.67,10,3717.46,Solar,,Electricity,13.75,-19.23,2.47,18.44
B004022,Commercial,,227.58,5,1090.85,Geothermal,21.5,Mixed Sources,41.0,38.13,7.51,36.99
B004023,Hospitality,,272.71,4,17090.26,Hydro,53.08,Mixed Sources,48.11,35.57,5.7,10.59
B004024,Industrial,1987.0,340.86,22,769.03,Solar,59.8,Electricity,36.98,-4.3,9.7,1.67
B004025,Residential,,88.16,23,5948.23,Solar,90.46,Electricity,30.44,-12.04,1.4,34.0
B004026,Agricultural,,599.16,5,207.5,,23.68,Electricity,24.56,-13.26,9.5,61.28
B004027,Residential,,17.77,2,9487.4,Wind,73.92,Electricity,46.2,21.8,11.68,18.53
B004028,Commercial,,786.99,4,9563.59,Wind,85.06,Mixed Sources,16.56,37.52,5.43,5.48
B004029,Government,2006.0,281.78,20,2651.69,Geothermal,35.31,Biomass,22.85,-2.51,2.75,102.53
B004030,Residential,2021.0,63.55,6,13195.1,Wind,89.11,Electricity,44.68,-8.01,5.3,69.6
B004031,Residential,,48.8,18,17284.22,Hydro,73.83,Electricity,34.9,5.83,5.96,86.68
B004032,Residential,,65.23,18,4525.61,Solar,84.16,Electricity,10.34,24.85,6.43,35.98
B004033,Commercial,,418.69,12,11141.02,Hydro,67.64,Electricity,17.52,29.35,10.71,115.75
B004034,Residential,2006.0,75.78,12,6912.01,Solar,99.37,Electricity,27.5,-15.39,7.06,10.42
B004035,Industrial,2012.0,499.11,2,7350.28,Solar,71.09,Biomass,32.17,33.05,4.87,46.57
B004036,Healthcare,,335.62,5,9048.58,Solar,55.36,Electricity,6.68,41.11,11.28,72.18
B004037,Government,1960.0,669.36,3,3040.31,Hydro,69.06,Electricity,20.51,17.48,3.06,43.47
B004038,Residential,,77.65,14,7515.05,Wind,87.46,Electricity,15.8,5.76,6.36,30.32
B004039,Residential,2005.0,141.61,16,1742.63,,81.51,Electricity,14.97,44.1,9.75,49.94
B004040,Residential,,44.44,10,5381.59,Hydro,71.83,Electricity,46.64,38.24,8.94,109.56
B004041,Residential,,75.57,8,4356.31,Wind,42.96,Electricity,32.13,35.34,11.58,55.59
B004042,Residential,,44.29,4,9920.89,Hydro,72.33,Electricity,31.15,39.43,2.38,58.88
B004043,Residential,1986.0,176.95,3,11539.64,Hydro,73.5,Electricity,7.4,-9.55,6.28,85.48
B004044,Industrial,1983.0,558.08,12,4482.25,Solar,95.17,Electricity,28.85,2.91,5.97,12.94
B004045,Educational,1994.0,70.34,23,5484.85,Solar,93.11,Mixed Sources,25.26,-13.33,11.4,91.72
B004046,Residential,,120.11,18,3755.99,Geothermal,57.61,Electricity,20.02,12.53,7.56,95.41
B004047,Commercial,,1008.99,16,5847.57,Solar,91.19,Electricity,8.99,35.62,3.48,65.65
B004048,Residential,,27.13,5,4763.45,Wind,83.22,Electricity,24.3,28.86,4.59,9.94
B004049,Residential,,48.0,20,8499.66,Solar,96.01,Electricity,41.85,20.5,6.7,72.3
B004050,Residential,,111.04,20,7484.0,Wind,75.53,Electricity,25.6,25.57,10.05,61.75
B004051,Commercial,,70.19,15,11013.5,Wind,72.35,Biomass,49.88,-13.07,10.37,41.35
B004052,Residential,,116.22,0,1388.59,Wind,32.49,Mixed Sources,7.95,39.12,11.5,
B004053,Commercial,,257.92,21,1960.61,Solar,,Mixed Sources,27.93,21.17,1.62,67.17
B004054,Commercial,,174.52,9,18992.42,Hydro,45.52,Electricity,27.55,-12.16,5.59,76.45
B004055,Commercial,,1002.75,21,11990.99,Wind,59.12,Electricity,12.12,37.26,5.29,107.44
B004056,Residential,,224.25,22,8375.66,Solar,89.01,Electricity,12.73,-13.69,9.85,107.19
B004057,Residential,,15.43,18,14667.44,Hydro,,Biomass,33.38,17.55,7.55,39.58
B004058,Residential,,137.42,5,16504.74,Hydro,49.19,Electricity,11.53,15.53,3.93,63.2
B004059,Residential,,39.53,17,7949.07,Solar,50.98,Electricity,31.29,21.91,0.6,109.64
B004060,Residential,,44.15,13,4953.84,Wind,53.95,Electricity,16.86,-10.75,11.63,14.59
B004061,Industrial,2011.0,473.54,20,1532.81,Geothermal,52.25,Biomass,25.76,8.34,5.46,83.5
B004062,Educational,,360.85,3,9864.88,Solar,52.32,Biomass,23.92,9.39,3.76,39.34
B004063,Educational,,251.24,10,18049.16,Hydro,56.41,Electricity,36.12,21.62,6.94,35.55
B004064,Industrial,1938.0,481.92,14,9078.67,Wind,,Electricity,36.79,-4.22,8.0,34.03
B004065,Residential,,180.46,17,7931.76,Solar,58.95,Electricity,15.26,14.35,1.82,2.53
B004066,Educational,,1251.71,14,12281.36,Wind,86.57,Electricity,11.98,-18.26,10.93,
B004067,Commercial,,230.08,3,15863.99,Hydro,41.0,Biomass,23.28,34.57,11.19,22.32
B004068,Residential,,13.91,13,8027.57,Hydro,66.69,Electricity,43.07,35.7,0.4,99.04
B004069,Residential,,19.22,3,6315.73,Solar,51.66,Electricity,32.43,8.29,5.27,71.2
B004070,Educational,,51.72,11,19722.96,Hydro,,Electricity,41.06,-6.41,11.45,73.92
B004071,Residential,1982.0,34.91,21,9196.5,Hydro,60.03,Mixed Sources,48.57,28.83,10.67,84.9
B004072,Commercial,,269.37,7,4788.3,Solar,,Electricity,26.92,-9.83,4.96,16.43
B004073,Residential,2020.0,56.23,17,11625.76,Hydro,44.71,Electricity,38.79,41.25,11.28,10.31
B004074,Residential,,162.39,18,6369.53,Wind,57.98,Electricity,17.92,0.85,10.97,101.46
B004075,Government,2014.0,138.89,20,9238.96,Wind,36.56,Electricity,25.12,11.84,11.7,71.64
B004076,Residential,,37.07,14,1734.55,Wind,85.36,Mixed Sources,21.8,8.17,3.46,94.2
B004077,Residential,,297.98,6,2782.01,Geothermal,54.54,Biomass,6.62,23.56,6.63,15.35
B004078,Residential,,255.81,0,6146.14,Solar,87.96,Electricity,10.74,1.55,3.49,105.82
B004079,Educational,,524.76,17,2386.88,Wind,71.27,Electricity,8.1,30.08,4.6,109.78
B004080,Educational,,1633.49,18,18812.81,Hydro,78.06,Electricity,5.01,30.77,0.03,54.28
B004081,Commercial,,212.23,14,195.01,Geothermal,21.56,Electricity,43.07,3.77,3.82,36.65
B004082,Commercial,,146.94,5,754.28,Geothermal,39.54,Electricity,33.31,-0.6,6.81,21.31
