SensorID,SensorLocation,Pollutant_PM2.5_µg/m³,Pollutant_PM10_µg/m³,Pollutant_O3_ppb,Pollutant_NO2_ppb,Pollutant_CO_ppm,Pollutant_SO2_ppb,UrbanVegetationArea_m2,Humidity_%,AirTemperature_C,EnergySavingTechnology,AnnualEnergySavings_%,PopulationDensity_people/km²,RetrofitData,RenewableEnergyPercentage_%,AnnualEnergyConsumption_kWh,GreenSpaceIndex_%,HistoricPollutantLevels,Country,AQI_Index
S004575,Industrial Area,133.28,58.0,83.28,24.3,3.66,82.19,928.39,53.05,8.47,Smart Thermostats,20.0,763.97,No,17.32,30735.41,44.77,62.1,Uzbekistan,84.31
S004576,Urban,60.91,128.9,58.96,143.29,16.77,63.93,,64.02,3.06,Efficient HVAC,21.24,2334.51,Yes,26.37,9431.44,39.84,75.24,Myanmar,78.19
S004577,Suburban,73.92,106.39,41.46,38.73,38.82,52.06,5863.66,37.56,34.37,Efficient HVAC,23.07,856.17,Yes,44.52,9049.41,28.9,226.83,Vietnam,67.42
S004578,Industrial Area,50.55,274.65,189.86,67.92,25.43,70.32,,68.32,-2.64,Efficient HVAC,31.55,1007.13,Yes,48.1,29342.63,24.52,88.26,Laos,116.48
S004579,Industrial Area,166.03,282.76,37.15,123.54,44.38,84.64,1107.25,68.09,31.9,Efficient HVAC,32.32,1453.8,No,31.57,39681.58,6.04,122.71,Tajikistan,149.56
S004580,Urban,13.12,209.13,99.93,42.83,25.22,52.09,1004.41,53.370000000000005,3.21,LED Lighting,26.83,2391.45,Yes,40.48,7222.3,30.63,109.82,Thailand,71.47
S004581,Rural,62.16,183.846,133.658,74.7,14.76,28.744,7848.91,45.33,15.27,Efficient HVAC,10.6,223.49,Yes,5.89,22328.78,32.02,216.18,Malaysia,92.07
S004582,Urban,104.0,90.18,22.69,82.45,45.52,82.01,,35.93,23.2,LED Lighting,11.99,3645.06,Yes,4.93,8637.92,28.52,264.57,Myanmar,79.94
S004583,Urban,190.11,161.12,79.98,126.96,1.7,20.06,1889.65,55.29,-2.64,LED Lighting,13.43,3987.92,Yes,23.59,25040.1,29.73,141.18,Tajikistan,134.13
S004584,Rural,78.31,123.018,12.459999999999999,21.485,6.275,13.084000000000001,8267.53,34.72,0.7,Solar Panels,21.67,191.62,Yes,35.73,20820.32,40.32,89.97,Kyrgyzstan,61.23
S004585,Industrial Area,120.11,115.18,129.75,95.37,10.48,92.46,865.32,73.3,14.77,LED Lighting,26.29,1875.77,Yes,30.42,21135.68,39.04,144.33,Sri Lanka,105.75
S004586,Rural,59.39,50.052,130.732,42.71,9.47,8.912,8155.54,45.45,5.38,Efficient HVAC,11.79,120.74,No,20.28,17981.19,38.64,132.63,Thailand,59.04
S004587,Urban,21.32,302.3,175.82,18.1,15.53,16.22,,51.71,17.43,Efficient HVAC,13.1,4399.44,Yes,19.43,37951.23,59.55,120.32,Pakistan,99.54
S004588,Urban,120.24,280.17,103.95,141.9,48.01,80.34,2730.53,60.160000000000004,8.82,Efficient HVAC,12.0,3330.13,Yes,8.35,5403.46,42.94,51.88,Kyrgyzstan,142.73
S004589,Industrial Area,165.38,222.56,31.51,103.01,3.18,34.29,1316.55,51.330000000000005,24.46,Solar Panels,31.12,781.87,Yes,33.44,34406.82,11.38,147.99,Armenia,127.72
S004590,Industrial Area,59.67,18.86,66.46,6.13,24.66,86.94,874.34,45.32,-0.66,LED Lighting,34.84,1891.85,No,37.46,36660.31,34.57,168.39,Indonesia,45.04
S004591,Urban,16.23,291.78,80.61,135.06,42.95,83.28,1386.85,83.36,1.87,Solar Panels,14.88,1772.68,Yes,24.53,27101.34,17.09,170.46,Laos,98.9
S004592,Industrial Area,77.61,221.94,14.14,147.88,6.72,63.69,,63.230000000000004,9.35,Efficient HVAC,32.75,,Yes,46.2,37884.44,22.58,164.3,Brunei,96.2
S004593,Industrial Area,199.23,66.35,84.11,84.78,1.46,69.19,793.28,54.550000000000004,28.94,,23.95,1913.84,No,21.01,28846.83,38.87,74.15,Kazakhstan,117.66
S004594,Urban,36.9,345.2,54.47,81.2,17.59,82.94,,73.72,7.71,Solar Panels,17.43,1254.12,No,19.74,19151.16,6.7,245.25,Tajikistan,106.0
S004595,Urban,116.82,292.37,170.05,91.5,22.49,46.13,,73.25999999999999,24.88,Solar Panels,37.62,,No,36.2,47085.02,48.15,221.45,Nepal,144.41
S004596,Rural,99.445,136.08599999999998,10.0,46.79,4.56,14.124000000000002,6069.93,70.0,28.18,Smart Thermostats,20.76,277.21,No,47.91,17730.76,13.66,98.62,Kyrgyzstan,74.34
S004597,Industrial Area,46.81,47.15,60.87,78.71,15.44,72.77,984.46,47.73,23.33,,20.96,1623.6,No,29.09,49709.55,43.38,247.51,Malaysia,50.34
S004598,Rural,23.485,155.04,41.125,35.13,14.135,15.276,5123.98,73.76,10.35,Solar Panels,39.75,252.29,Yes,,12966.49,16.54,216.93,Myanmar,52.26
S004599,Urban,89.27,242.63,52.89,65.23,31.44,80.98,,52.32,5.86,Solar Panels,21.88,4353.99,Yes,13.0,32653.63,47.94,80.57,Bhutan,105.88
S004600,Rural,108.26,202.236,134.512,14.715,2.87,26.208,6915.8,69.42,-2.65,Efficient HVAC,17.41,87.19,Yes,28.92,10770.79,19.08,232.99,Indonesia,107.0
S004601,Industrial Area,175.55,176.47,107.42,118.5,14.45,53.02,,43.99,18.06,Solar Panels,32.98,,Yes,45.86,49571.77,53.48,136.34,Myanmar,137.57
S004602,Urban,32.53,258.86,118.02,62.01,2.42,84.26,1549.22,59.93,24.87,LED Lighting,23.99,3949.52,Yes,22.24,45662.49,45.61,277.02,Thailand,93.14
S004603,Urban,54.48,53.48,73.93,92.48,36.3,32.76,1602.23,30.24,27.02,Solar Panels,29.14,2302.14,Yes,,40900.66,24.16,231.27,Myanmar,58.09
S004604,Rural,110.865,188.076,76.53099999999999,17.565,12.13,39.984,9961.35,61.58,10.91,Smart Thermostats,15.38,265.38,No,12.23,6866.56,40.44,233.18,Philippines,98.41
S004605,Industrial Area,7.71,279.89,46.16,54.72,48.8,44.36,1180.75,68.7,5.81,Efficient HVAC,14.09,1917.58,No,28.73,32393.02,31.33,129.81,Vietnam,78.56
S004606,Industrial Area,37.92,104.08,61.12,35.07,43.98,30.98,1049.35,43.74,17.48,Solar Panels,25.97,970.88,Yes,43.29,44464.72,5.47,235.26,Georgia,54.61
S004607,Urban,244.18,144.96,194.41,73.02,35.86,18.08,2299.82,79.58999999999999,-4.2,LED Lighting,14.64,2297.45,Yes,23.69,14215.23,53.95,171.45,India,167.62
S004608,Industrial Area,209.15,163.63,33.01,120.8,29.5,58.26,688.32,70.63,32.08,Solar Panels,20.4,1372.24,Yes,25.75,41887.69,49.52,117.2,Mongolia,139.28
S004609,Rural,59.625,176.58,61.403999999999996,71.015,21.89,35.292,6612.26,64.03,-7.98,LED Lighting,25.15,240.37,No,25.35,15305.78,19.5,214.42,Bangladesh,79.43
S004610,Rural,84.125,163.008,138.93599999999998,38.39,16.045,13.576,8672.33,39.48,29.34,Solar Panels,27.67,175.55,Yes,44.76,33366.62,17.95,255.01,Kazakhstan,93.21
S004611,Urban,67.74,228.46,189.8,5.19,27.82,58.29,,66.45,29.25,Solar Panels,6.52,4771.53,Yes,6.16,19567.7,15.21,194.1,Armenia,107.47
S004612,Industrial Area,166.66,26.49,189.22,134.78,41.85,41.42,1224.28,74.02,17.96,Solar Panels,22.24,799.62,Yes,19.98,47972.57,42.35,213.01,Maldives,120.08
S004613,Suburban,126.3,339.27,65.69,97.64,35.67,57.67,6661.64,51.7,26.34,,14.57,389.25,Yes,15.29,43774.07,13.07,110.21,Malaysia,144.44
S004614,Urban,25.92,174.32,43.7,70.79,30.71,60.31,,30.75,26.36,Solar Panels,9.27,3868.22,Yes,,46839.15,49.97,84.03,Laos,64.95
S004615,Industrial Area,117.96,110.65,84.34,122.19,45.46,51.29,1339.83,48.93,18.34,Solar Panels,13.13,1649.49,No,6.37,7996.2,35.73,240.01,Afghanistan,101.29
S004616,Suburban,21.02,134.19,104.57,100.87,28.44,5.66,3382.04,67.55,14.66,Solar Panels,26.06,331.73,Yes,43.58,7311.77,32.61,209.77,Timor-Leste,64.15
S004617,Suburban,113.82,23.22,36.26,61.58,7.07,71.27,3572.44,56.04,15.82,LED Lighting,34.64,890.18,Yes,33.23,26173.01,55.96,257.08,Afghanistan,66.04
S004618,Rural,7.485,163.008,45.171,54.155,3.58,11.256,8534.69,31.32,0.19,Solar Panels,14.61,85.06,No,29.63,31438.45,20.88,104.09,Nepal,48.71
S004619,Industrial Area,164.73,291.96,140.7,43.77,13.99,92.17,,72.42,-6.07,Solar Panels,28.19,1247.92,No,27.39,18486.03,8.07,149.37,Indonesia,155.77
S004620,Suburban,137.81,113.29,70.97,134.25,14.42,41.56,,73.13,17.13,Solar Panels,25.09,492.02,No,45.5,8798.77,46.41,260.31,Thailand,105.37
S004621,Rural,23.73,44.556000000000004,126.889,5.0,1.08,39.604000000000006,6715.25,71.1,17.98,Solar Panels,27.73,207.81,Yes,17.63,19744.83,41.93,199.97,Myanmar,40.02
S004622,Urban,172.7,268.13,144.57,139.95,1.84,68.97,,77.75999999999999,3.13,Efficient HVAC,32.66,4733.82,No,49.83,33306.23,7.05,198.29,Armenia,162.02
S004623,Rural,39.78,120.666,139.097,71.53,6.135,3.4560000000000004,6166.43,33.81,-9.48,Solar Panels,19.45,187.4,Yes,28.95,32101.98,56.8,212.24,Brunei,68.85
S004624,Urban,238.06,258.41,187.83,140.89,36.94,82.14,886.2,59.720000000000006,12.34,,13.39,2682.14,Yes,5.41,41594.11,27.13,101.87,Singapore,196.97
S004625,Industrial Area,238.0,46.08,167.91,95.53,22.78,38.54,545.38,47.71,12.02,Solar Panels,21.32,1239.16,Yes,22.19,13164.6,30.91,291.24,Pakistan,143.36
S004626,Rural,17.635,122.868,116.42399999999999,59.715,12.425,21.816000000000003,8540.62,38.57,-7.01,Efficient HVAC,12.34,84.33,Yes,29.86,11933.9,6.86,79.45,Georgia,57.4
S004627,Industrial Area,126.01,146.15,113.35,6.12,20.96,88.13,1207.9,39.82,-9.51,Solar Panels,24.85,1044.22,No,37.49,20494.42,39.49,276.25,Indonesia,103.75
S004628,Industrial Area,184.68,172.62,187.47,144.63,24.74,68.44,556.11,66.11,11.26,Efficient HVAC,36.11,1526.36,No,49.55,37325.45,32.17,109.98,Bhutan,156.88
S004629,Urban,116.18,269.5,118.93,48.17,39.17,27.0,,44.050000000000004,4.47,Solar Panels,17.22,,No,27.13,42683.42,56.24,289.51,Afghanistan,128.3
S004630,Rural,113.55,69.54599999999999,71.442,25.69,16.025,3.6240000000000006,8249.47,59.68,29.69,Efficient HVAC,11.65,191.28,Yes,4.56,49857.45,7.94,50.68,Malaysia,74.4
S004631,Urban,44.01,198.54,97.86,105.51,26.11,85.68,2159.91,37.81,-4.33,Solar Panels,12.47,4988.75,Yes,9.79,28145.83,45.33,62.19,Laos,89.44
S004632,Rural,77.825,107.84400000000001,100.29599999999999,18.62,13.27,21.66,5244.58,43.86,13.05,Solar Panels,11.61,144.0,Yes,5.39,22645.9,57.58,102.8,India,72.02
S004633,Urban,214.39,76.88,192.32,43.68,17.4,5.91,1464.4,66.49,26.2,Smart Thermostats,27.58,1011.6,No,34.49,34698.64,7.42,198.06,Pakistan,136.38
S004634,Industrial Area,136.75,205.19,176.65,44.72,34.2,43.12,899.94,62.13,0.97,Efficient HVAC,13.58,1712.61,No,17.75,45234.46,58.76,180.42,Laos,132.28
S004635,Urban,71.77,290.52,12.88,85.49,24.62,60.44,2083.8,81.89999999999999,21.63,Efficient HVAC,38.18,3935.75,Yes,35.2,19140.24,58.22,261.88,Timor-Leste,102.78
S004636,Rural,11.37,23.945999999999998,43.995,62.22,23.42,24.392,9351.48,62.08,31.26,LED Lighting,5.79,147.38,Yes,8.16,46770.44,31.42,201.27,Bhutan,25.72
S004637,Industrial Area,226.19,108.58,83.34,109.69,1.47,37.14,506.09,79.1,-9.51,LED Lighting,26.8,1462.34,Yes,11.47,27839.06,59.11,241.41,South Korea,137.67
S004638,Rural,84.51,144.774,120.49099999999999,7.715,17.535,30.848000000000003,8195.66,33.22,21.67,Smart Thermostats,28.16,206.44,Yes,11.32,41146.26,23.65,100.26,Bangladesh,84.9
S004639,Urban,81.76,342.7,154.63,22.31,10.94,26.29,1537.69,85.8,15.83,Smart Thermostats,25.81,3350.66,Yes,40.62,42550.67,26.36,268.95,China,129.08
S004640,Urban,202.95,303.7,175.69,125.35,12.01,8.91,1331.96,41.53,-9.33,,8.68,1855.54,Yes,0.98,17064.56,13.69,288.37,South Korea,182.46
S004641,Industrial Area,13.57,310.12,107.39,138.72,26.53,52.71,1062.69,54.410000000000004,31.17,Solar Panels,21.54,575.13,No,24.14,42836.52,36.35,131.85,Indonesia,102.72
S004642,Industrial Area,236.77,89.64,79.01,8.19,39.13,62.68,690.51,72.44999999999999,20.16,LED Lighting,14.89,1212.22,No,23.24,41601.75,55.29,277.97,Bangladesh,132.35
S004643,Suburban,201.08,159.23,186.4,68.06,10.85,20.98,3363.22,83.00999999999999,3.52,LED Lighting,10.63,779.47,No,6.09,37779.39,30.62,162.59,Afghanistan,149.18
S004644,Rural,94.36,16.458,73.892,65.205,1.13,13.996000000000002,7767.49,54.13,-4.26,Efficient HVAC,20.96,191.8,Yes,15.73,20480.76,27.58,135.03,China,59.45
S004645,Urban,99.24,105.82,140.4,46.83,22.23,58.36,1046.25,44.6,27.58,Solar Panels,11.67,2644.62,Yes,,18800.15,12.61,148.92,Thailand,91.74
S004646,Rural,121.82,26.124,87.479,12.68,5.96,11.068000000000001,6047.61,50.28,-0.39,Solar Panels,11.38,128.85,Yes,9.34,16899.0,19.56,262.75,Bhutan,69.49
S004647,Rural,38.025,186.294,42.588,37.65,3.75,25.604000000000003,7644.55,53.77,34.28,Efficient HVAC,7.21,,Yes,7.81,16282.76,21.26,205.89,Japan,64.28
S004648,Urban,51.84,196.53,112.88,111.06,27.89,31.01,818.13,57.85,-5.94,LED Lighting,6.86,2406.79,Yes,7.01,7263.43,18.18,158.68,Bhutan,92.42
S004649,Urban,31.29,176.9,68.2,116.45,19.16,91.57,2134.87,75.13,-8.04,LED Lighting,24.21,3593.58,No,34.26,17243.83,53.65,67.01,Thailand,76.27
S004650,Suburban,213.28,76.28,36.03,143.58,24.68,99.37,6017.92,56.190000000000005,-5.52,LED Lighting,32.36,,No,33.7,29612.54,39.53,226.0,Kyrgyzstan,127.77
S004651,Suburban,210.19,149.4,125.78,26.11,11.46,34.56,5254.55,78.58,11.05,Insulation,31.16,328.26,Yes,43.86,40121.24,47.25,76.51,Nepal,138.31
S004652,Urban,130.66,184.17,199.74,102.39,25.38,61.53,,44.78,2.41,Smart Thermostats,22.41,2932.58,No,,5138.63,34.55,268.45,Malaysia,134.91
S004653,Suburban,88.36,345.13,11.32,31.49,8.28,20.41,4730.68,60.06,2.38,LED Lighting,21.78,402.46,Yes,46.35,31922.63,50.34,238.4,Turkmenistan,111.07
S004654,Industrial Area,9.58,158.79,164.81,138.94,22.32,29.17,1215.21,38.96,22.95,Solar Panels,29.96,1797.07,No,45.45,44141.48,23.07,213.52,Indonesia,77.9
S004655,Industrial Area,24.36,298.65,136.59,6.88,9.09,16.99,,54.67,25.15,Efficient HVAC,21.52,1154.95,No,43.92,45770.02,21.36,245.77,Japan,92.41
S004656,Industrial Area,96.37,339.56,16.77,115.1,34.1,60.8,,58.35,22.91,Efficient HVAC,13.88,1112.79,No,24.69,22285.77,42.73,212.64,Japan,126.94
S004657,Urban,107.17,330.39,33.6,20.68,12.81,70.84,1844.61,52.13,14.01,Solar Panels,24.57,3709.96,No,35.28,5438.64,51.39,263.77,Tajikistan,120.88
S004658,Rural,117.08,11.027999999999999,96.103,22.89,24.005,33.148,7121.38,33.68,12.87,LED Lighting,26.39,192.45,No,45.07,12985.25,47.72,177.3,Malaysia,69.8
S004659,Suburban,103.03,47.15,181.28,140.34,44.95,79.65,,39.39,5.27,LED Lighting,12.25,743.53,Yes,7.64,45042.47,12.79,299.31,Japan,100.35
S004660,Urban,177.8,286.1,97.88,43.68,31.44,79.1,716.9,44.61,23.55,LED Lighting,16.44,1471.44,No,18.35,45436.82,43.05,298.26,Sri Lanka,154.49
S004661,Industrial Area,94.57,95.39,155.27,52.44,33.6,43.54,889.44,47.12,20.82,Efficient HVAC,14.57,1111.24,Yes,10.44,34110.56,26.05,66.64,Indonesia,90.98
S004662,Suburban,183.76,210.85,67.11,120.02,20.71,43.16,3496.73,71.19,12.77,Smart Thermostats,24.35,817.63,No,24.19,32008.34,19.01,105.26,Turkmenistan,141.97
S004663,Urban,95.16,217.36,11.73,107.7,30.52,34.79,,41.07,14.69,Smart Thermostats,23.14,4595.22,Yes,26.82,13178.71,51.38,240.62,Pakistan,98.86
S004664,Rural,88.225,60.558,47.151999999999994,67.51,11.225,21.352000000000004,6687.46,64.68,32.99,Efficient HVAC,30.09,,No,44.76,41617.0,19.71,128.8,Kazakhstan,63.42
S004665,Urban,137.7,293.96,195.72,54.5,18.75,24.38,2774.48,56.89,3.45,,5.86,3910.63,Yes,0.39,40704.41,15.15,247.91,Kazakhstan,151.77
S004666,Industrial Area,126.95,257.56,196.25,93.25,11.15,54.42,904.52,63.99,7.03,Efficient HVAC,26.26,811.28,No,47.52,25448.9,51.57,288.66,Kazakhstan,144.89
S004667,Urban,118.1,291.02,14.05,113.3,44.52,46.77,2916.7,86.58999999999999,22.73,Solar Panels,14.58,3739.51,Yes,7.78,18567.25,51.13,273.48,Cambodia,125.67
S004668,Industrial Area,29.98,276.0,138.94,39.99,7.61,24.33,,83.49,14.69,Solar Panels,5.63,659.89,No,8.93,41062.0,13.42,167.6,Nepal,94.01
S004669,Industrial Area,179.74,40.71,190.71,149.83,23.16,95.56,858.51,68.08,2.75,Solar Panels,6.05,1108.59,No,6.65,15328.36,58.12,206.34,Japan,130.72
S004670,Rural,103.94,79.662,69.84599999999999,26.49,20.095,21.356,8444.2,38.22,-0.45,Efficient HVAC,26.75,169.97,Yes,15.68,36047.94,43.06,160.6,Maldives,73.71
S004671,Urban,164.85,126.43,115.37,45.58,29.85,87.94,1328.96,55.18,2.31,Efficient HVAC,35.55,1073.37,Yes,37.19,14750.98,37.69,274.45,Afghanistan,120.47
S004672,Industrial Area,44.17,161.29,87.98,24.11,21.74,52.53,957.08,59.42,25.84,Efficient HVAC,16.97,1127.73,No,23.04,35413.11,14.98,205.14,Kazakhstan,70.33
S004673,Industrial Area,99.35,147.49,94.52,53.52,11.91,87.09,1435.02,65.63,-4.32,Solar Panels,8.09,615.4,No,4.37,22700.98,17.07,119.63,Cambodia,94.31
S004674,Urban,73.37,78.16,95.19,143.12,34.33,28.12,,50.0,-3.61,Efficient HVAC,26.43,4080.79,No,17.6,18395.6,9.79,135.88,Turkmenistan,78.41
S004675,Suburban,100.32,135.59,165.2,105.82,30.81,7.68,3712.71,43.52,22.57,Solar Panels,13.91,668.98,Yes,28.1,7870.41,25.1,262.84,Singapore,106.07
S004676,Industrial Area,167.59,292.76,12.89,61.67,22.57,44.57,831.66,88.02,-1.82,LED Lighting,21.78,1822.16,No,18.75,7183.24,55.7,97.4,Myanmar,138.17
S004677,Industrial Area,85.57,266.81,172.33,11.57,9.88,82.99,1124.85,78.08,17.13,LED Lighting,5.23,1270.06,No,6.55,47826.74,23.09,127.01,Maldives,119.73
S004678,Industrial Area,135.95,256.28,29.85,41.1,34.87,50.61,1329.57,68.39,1.8,Solar Panels,27.19,1646.19,Yes,44.42,25213.64,41.3,238.14,Tajikistan,120.24
S004679,Industrial Area,191.53,71.01,186.27,125.47,32.13,50.94,,76.49,-8.96,Solar Panels,33.05,1890.94,No,,38488.9,48.94,81.09,Azerbaijan,137.06
S004680,Urban,223.78,173.72,67.16,13.11,3.02,5.76,1213.37,79.94,22.61,Solar Panels,16.03,1241.81,Yes,21.83,45703.65,11.8,233.1,Timor-Leste,136.23
S004681,Industrial Area,213.18,329.66,166.95,91.3,40.22,53.05,647.12,60.1,-0.6299999999999999,,13.14,658.14,Yes,,9756.77,11.31,247.84,Afghanistan,192.05
S004682,Rural,9.745,156.504,69.979,45.545,19.245,7.824,,55.63,30.73,Insulation,26.14,99.82,Yes,12.75,13889.37,35.15,142.84,Bhutan,52.57
S004683,Rural,54.01,188.094,85.953,32.415,21.3,29.224000000000004,6556.21,37.61,25.0,Smart Thermostats,8.84,190.98,No,7.32,46650.75,49.63,171.97,Azerbaijan,78.95
S004684,Industrial Area,204.35,240.67,156.86,97.48,44.94,21.46,584.99,48.89,25.95,Efficient HVAC,34.33,1400.46,No,49.42,23550.42,13.3,140.27,Afghanistan,168.72
S004685,Rural,44.37,138.456,59.39499999999999,42.92,22.995,10.632,5904.94,34.82,27.64,Efficient HVAC,9.68,206.53,Yes,9.17,46686.8,56.33,69.28,Yemen,61.47
S004686,Rural,75.295,168.114,31.304,15.045,16.345,32.5,9541.95,50.0,10.74,LED Lighting,25.03,204.91,Yes,45.5,16487.19,10.87,132.45,Azerbaijan,73.2
S004687,Urban,240.63,140.68,123.19,86.62,39.81,7.62,,49.31,6.19,Efficient HVAC,19.06,3704.4,No,25.38,31010.13,41.6,144.92,Mongolia,155.89
S004688,Rural,56.095,128.50199999999998,96.677,66.735,13.605,23.568,7893.15,34.8,4.09,LED Lighting,13.15,231.45,Yes,,46012.56,21.4,246.13,Kazakhstan,71.85
S004689,Urban,198.89,280.0,77.88,83.36,9.02,89.63,,74.50999999999999,10.93,Solar Panels,34.07,1469.18,Yes,,21762.67,30.17,231.9,China,160.96
S004690,Rural,90.02,170.808,48.85999999999999,50.535,10.265,37.52,,46.01,34.13,Insulation,13.76,,Yes,,7637.11,21.68,139.91,Bangladesh,85.45
S004691,Urban,238.88,154.92,80.22,85.85,27.51,63.66,,85.83999999999999,10.84,Solar Panels,29.97,3533.54,Yes,23.15,23355.33,28.47,102.62,Japan,153.09
S004692,Rural,64.48,99.144,106.988,19.395,22.15,30.552,5648.42,70.94,11.48,Efficient HVAC,25.91,247.87,Yes,37.25,44509.38,8.36,66.41,South Korea,67.35
S004693,Suburban,15.76,164.56,172.66,42.22,40.24,60.27,3882.54,63.1,25.64,,29.39,460.26,Yes,15.97,36809.36,38.14,298.94,Thailand,76.37
S004694,Industrial Area,51.2,290.79,60.46,34.49,40.88,66.41,666.1,49.71,13.53,Efficient HVAC,11.01,754.57,Yes,12.28,40339.5,17.35,231.55,Maldives,98.56
S004695,Urban,209.8,337.37,121.77,65.94,44.96,94.25,2438.03,63.440000000000005,15.489999999999998,,8.15,3245.54,Yes,3.14,48312.22,45.59,210.78,Cambodia,185.46
S004696,Rural,39.485,175.074,130.641,48.4,16.695,10.404000000000002,7798.78,39.91,6.92,LED Lighting,37.55,112.26,No,38.25,12785.34,51.49,119.27,Vietnam,77.43
S004697,Suburban,141.64,57.26,34.33,55.59,41.09,10.51,,32.08,2.92,Efficient HVAC,14.83,849.81,No,,8584.48,20.65,139.58,Tajikistan,83.45
S004698,Urban,58.72,138.63,18.83,46.43,26.92,72.67,1794.06,43.51,25.98,Solar Panels,6.56,,Yes,7.86,13775.98,19.02,209.12,Azerbaijan,65.01
S004699,Rural,48.47,182.184,103.509,41.325,7.41,14.684000000000001,8371.27,58.16,3.7,Solar Panels,17.72,231.29,No,17.91,42605.13,45.75,190.0,Mongolia,76.96
S004700,Rural,26.555,50.291999999999994,34.062,52.44,15.755,39.660000000000004,9772.55,68.94,31.23,Insulation,25.94,197.4,No,34.75,8689.91,23.56,295.84,Kazakhstan,34.59
S004701,Urban,76.29,239.28,142.08,134.86,17.93,70.13,1144.34,41.010000000000005,23.03,LED Lighting,23.35,2810.37,Yes,41.4,44489.6,21.82,256.31,Kyrgyzstan,118.47
S004702,Rural,21.475,205.578,89.292,5.63,9.65,31.0,7796.16,66.82,13.8,Solar Panels,34.24,269.23,No,,37304.5,43.29,245.46,Azerbaijan,66.18
S004703,Suburban,241.97,161.77,95.39,59.16,1.15,22.97,4531.08,73.72999999999999,-7.56,Efficient HVAC,19.91,389.06,No,16.89,25167.27,53.1,242.07,Indonesia,150.63
S004704,Urban,202.14,337.22,146.11,143.29,2.79,83.12,2924.87,50.46,29.919999999999998,,6.14,2185.24,No,3.8,8685.2,58.3,176.67,Timor-Leste,188.98
S004705,Rural,19.61,31.613999999999997,106.06400000000001,74.09,11.93,35.24,7542.92,51.96,-1.12,Solar Panels,26.31,290.56,No,21.68,34251.6,56.06,98.29,Timor-Leste,40.44
S004706,Rural,42.37,156.888,10.0,26.915,11.34,35.464,6715.02,63.4,-7.58,Insulation,24.75,196.55,Yes,18.01,39583.35,36.21,117.15,South Korea,55.42
S004707,Urban,199.3,294.59,143.48,77.74,33.46,45.24,2744.18,81.28999999999999,-4.57,,7.38,2390.66,Yes,4.35,41118.37,12.45,69.46,Kyrgyzstan,173.54
S004708,Rural,74.525,146.316,117.747,21.685,21.765,6.0920000000000005,7783.3,57.28,1.63,LED Lighting,12.35,,Yes,11.35,43068.53,44.63,235.7,Singapore,81.38
S004709,Suburban,181.36,159.36,74.9,59.93,42.7,13.26,3677.28,39.96,25.84,,7.61,654.63,Yes,4.64,19000.48,13.13,82.3,Indonesia,126.58
S004710,Industrial Area,189.91,166.5,183.06,23.58,47.05,56.24,998.39,65.45,31.14,Efficient HVAC,11.19,1198.11,No,19.83,44508.24,18.76,299.01,Philippines,146.6
S004711,Urban,166.33,19.36,41.6,7.35,45.01,71.7,544.62,85.94999999999999,6.55,Solar Panels,18.42,3121.87,Yes,10.07,22698.26,19.11,227.35,Armenia,85.47
S004712,Urban,132.01,230.35,184.79,76.18,8.83,55.99,867.23,46.730000000000004,-4.7,Solar Panels,7.79,1076.57,Yes,7.39,47138.78,17.94,179.35,Azerbaijan,137.89
S004713,Industrial Area,223.64,99.47,114.22,32.28,15.55,30.41,556.15,72.33,-7.95,Efficient HVAC,35.96,1795.94,No,35.93,35865.24,24.87,294.11,Timor-Leste,132.79
S004714,Industrial Area,32.34,216.11,149.25,19.97,6.65,86.66,,59.06,4.38,Efficient HVAC,25.54,1067.7,Yes,37.13,31310.8,30.78,112.9,Brunei,85.54
S004715,Suburban,97.33,198.89,169.18,46.58,37.29,95.43,4844.04,63.18,10.34,Solar Panels,39.7,715.68,No,32.7,49581.13,35.43,163.99,Timor-Leste,117.25
S004716,Urban,5.37,297.4,61.89,34.51,10.51,43.48,585.39,81.94999999999999,8.03,Efficient HVAC,26.38,4594.88,No,11.11,28289.59,29.99,285.9,Philippines,77.59
S004717,Urban,34.76,158.61,161.47,48.31,15.13,73.28,1343.87,76.84,31.37,Efficient HVAC,26.28,1667.19,Yes,48.53,16112.52,40.52,250.44,Maldives,79.85
S004718,Industrial Area,204.19,129.47,46.65,58.0,35.54,28.09,,85.83999999999999,22.03,Efficient HVAC,24.68,750.16,No,,38685.37,23.84,215.91,Japan,125.33
S004719,Urban,94.31,114.43,187.58,22.23,34.32,89.08,2763.96,61.25,1.74,Solar Panels,33.85,2933.28,Yes,47.23,40487.4,8.96,107.23,Vietnam,98.86
S004720,Urban,98.26,17.36,11.13,147.67,32.43,88.95,524.35,67.16,7.38,,16.29,1879.81,Yes,18.49,36986.4,11.08,128.49,Cambodia,66.9
S004721,Urban,189.57,118.44,78.52,40.43,36.19,24.94,1828.73,84.36,25.88,Solar Panels,11.68,1310.2,No,28.92,44325.16,22.9,170.11,Pakistan,120.2
S004722,Industrial Area,121.67,104.72,182.52,41.31,7.22,28.85,1446.0,79.63,4.94,Efficient HVAC,26.28,850.4,Yes,43.72,21329.49,59.57,161.98,Uzbekistan,103.29
